Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,1006,1006,1095,1097
1,1006,1005,1095,1097
2,1006,1006,1095,1097
3,1006,1005,1095,1097
4,1006,1005,1095,1097
5,1006,1005,1095,1097
6,1006,1006,1094,1097
7,1007,1006,1095,1097
8,1007,1006,1095,1097
9,1007,1006,1094,1097
10,1007,1006,1095,1097
11,1007,1006,1094,1097
12,1007,1006,1094,1097
13,1007,1006,1094,1097
14,1007,1006,1094,1097
15,1007,1006,1094,1097
16,1007,1006,1094,1097
17,1007,1006,1095,1097
18,1007,1006,1094,1097
19,1008,1006,1094,1097
20,1007,1006,1094,1097
21,1006,1006,1094,1097
22,1005,1006,1095,1097
23,1005,1006,1095,1097
24,1005,1006,1094,1097
25,1004,1006,1095,1097
26,1004,1006,1094,1096
27,1004,1006,1094,1097
28,1005,1006,1095,1097
29,1004,1006,1094,1097
30,1005,1006,1094,1097
31,1005,1007,1094,1097
32,1005,1006,1094,1097
33,1004,1007,1094,1097
34,1004,1006,1095,1097
35,1005,1007,1095,1097
36,1005,1006,1094,1097
37,1004,1007,1094,1097
38,1005,1006,1094,1097
39,1005,1006,1094,1097
40,1005,1007,1094,1097
41,1005,1007,1094,1097
42,1005,1007,1094,1097
43,1005,1007,1094,1097
44,1005,1007,1094,1097
45,1005,1007,1094,1097
46,1005,1006,1094,1097
47,1005,1007,1094,1097
48,1005,1007,1095,1097
49,1005,1007,1094,1096
50,1005,1007,1094,1097
51,1005,1006,1094,1097
52,1005,1007,1094,1097
53,1005,1007,1094,1097
54,1006,1007,1094,1097
55,1006,1007,1094,1097
56,1005,1007,1095,1097
57,1006,1007,1094,1097
58,1006,1008,1094,1097
59,1006,1008,1094,1097
60,1006,1007,1094,1097
61,1006,1008,1095,1097
62,1006,1008,1094,1097
63,1006,1007,1094,1097
64,1005,1007,1094,1097
65,1005,1007,1094,1097
66,1006,1007,1094,1097
67,1006,1007,1094,1097
68,1005,1006,1095,1097
69,1005,1006,1094,1097
70,1006,1006,1094,1097
71,1006,1005,1095,1097
72,1005,1006,1094,1097
73,1006,1006,1094,1097
74,1006,1005,1094,1097
75,1006,1005,1094,1097
76,1006,1005,1095,1097
77,1006,1005,1095,1097
78,1006,1005,1094,1097
79,1006,1005,1095,1097
80,1006,1005,1095,1097
81,1005,1005,1095,1097
82,1005,1005,1094,1097
83,1005,1006,1095,1097
84,1006,1005,1094,1097
85,1006,1005,1095,1096
86,1005,1006,1094,1097
87,1006,1005,1095,1097
88,1005,1006,1094,1097
89,1005,1006,1094,1097
90,1005,1006,1094,1097
91,1005,1006,1094,1097
92,1005,1005,1094,1097
93,1006,1006,1094,1097
94,1005,1006,1095,1097
95,1006,1006,1094,1097
96,1005,1006,1094,1097
97,1005,1006,1095,1097
98,1005,1006,1094,1097
99,1005,1006,1095,1097
100,1005,1007,1095,1097
101,1006,1006,1094,1097
102,1006,1007,1095,1097
103,1006,1006,1094,1097
104,1005,1006,1094,1097
105,1005,1006,1095,1097
106,1006,1006,1094,1097
107,1006,1006,1094,1097
108,1006,1006,1094,1097
109,1005,1007,1094,1097
110,1005,1006,1095,1097
111,1005,1007,1094,1097
112,1006,1006,1094,1097
113,1006,1007,1095,1097
114,1006,1006,1095,1097
115,1005,1006,1095,1097
116,1006,1006,1095,1097
117,1005,1006,1095,1097
118,1006,1007,1095,1097
119,1005,1006,1094,1097
120,1006,1007,1094,1097
121,1006,1006,1095,1097
122,1005,1006,1095,1097
123,1005,1006,1095,1097
124,1006,1007,1095,1097
125,1005,1007,1095,1097
126,1006,1007,1095,1097
127,1005,1006,1095,1097
128,1006,1006,1095,1097
129,1006,1006,1095,1097
130,1006,1007,1094,1097
131,1006,1006,1095,1097
132,1005,1007,1095,1097
133,1006,1006,1094,1097
134,1005,1006,1095,1097
135,1005,1007,1095,1097
136,1006,1006,1095,1097
137,1005,1006,1095,1097
138,1005,1006,1095,1097
139,1005,1006,1095,1097
140,1005,1007,1095,1097
141,1006,1006,1094,1097
142,1005,1006,1095,1097
143,1005,1006,1095,1097
144,1006,1006,1095,1097
145,1005,1007,1095,1097
146,1005,1006,1095,1097
147,1005,1006,1095,1097
148,1005,1006,1095,1097
149,1005,1006,1095,1097
150,1005,1006,1095,1097
151,1005,1006,1095,1097
152,1005,1006,1095,1097
153,1006,1007,1100,1104
154,1006,1006,1100,1102
155,1006,1007,1098,1100
156,1006,1005,1096,1097
157,1005,1006,1096,1098
158,1005,1006,1096,1098
159,1005,1006,1096,1097
160,1005,1006,1096,1097
161,1006,1007,1096,1097
162,1006,1006,1095,1097
163,1005,1006,1096,1097
164,1006,1007,1096,1097
165,1005,1006,1096,1097
166,1005,1006,1096,1097
167,1006,1007,1095,1097
168,1005,1006,1096,1097
169,1005,1006,1095,1097
170,1005,1007,1096,1097
171,1005,1006,1098,1099
172,1006,1006,1097,1098
173,1006,1006,1095,1097
174,1006,1006,1095,1097
175,1006,1007,1095,1097
176,1005,1006,1095,1097
177,1006,1007,1095,1097
178,1005,1006,1095,1097
179,1005,1007,1095,1097
180,1005,1006,1095,1097
181,1006,1006,1095,1097
182,1005,1006,1095,1097
183,1006,1006,1095,1097
184,1006,1007,1095,1097
185,1006,1006,1095,1097
186,1006,1006,1095,1097
187,1006,1006,1095,1097
188,1005,1006,1095,1097
189,1005,1006,1095,1097
190,1006,1006,1095,1097
191,1006,1006,1095,1097
192,1006,1006,1095,1097
193,1006,1007,1095,1097
194,1006,1006,1095,1097
195,1005,1006,1095,1097
196,1006,1007,1095,1097
