Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,1006,1006,1093,1093
1,1005,1007,1093,1093
2,1005,1006,1093,1093
3,1005,1006,1092,1093
4,1005,1006,1092,1093
5,1006,1006,1093,1093
6,1005,1006,1092,1093
7,1005,1006,1093,1093
8,1006,1006,1093,1093
9,1005,1006,1093,1093
10,1005,1006,1093,1093
11,1005,1006,1093,1093
12,1005,1006,1092,1093
13,1006,1006,1093,1093
14,1005,1006,1092,1093
15,1005,1006,1092,1093
16,1006,1007,1092,1093
17,1005,1006,1092,1093
18,1005,1006,1093,1093
19,1005,1006,1092,1093
20,1005,1006,1092,1093
21,1006,1006,1092,1093
22,1006,1006,1092,1093
23,1006,1006,1092,1093
24,1005,1006,1092,1093
25,1006,1006,1092,1093
26,1005,1006,1092,1093
27,1005,1006,1092,1093
28,1005,1006,1092,1093
29,1005,1006,1092,1093
30,1005,1006,1092,1093
31,1005,1006,1092,1093
32,1005,1006,1092,1093
33,1005,1006,1092,1093
34,1006,1006,1092,1093
35,1005,1006,1092,1093
36,1005,1006,1092,1093
37,1005,1005,1092,1093
38,1006,1005,1092,1093
39,1006,1005,1092,1093
40,1005,1005,1092,1093
41,1005,1005,1092,1093
42,1005,1005,1092,1093
43,1005,1006,1092,1093
44,1005,1005,1092,1093
45,1005,1005,1092,1093
46,1005,1005,1092,1093
47,1005,1005,1092,1093
48,1005,1005,1092,1093
49,1005,1006,1092,1093
50,1005,1006,1092,1093
51,1005,1006,1092,1093
52,1005,1005,1092,1093
53,1006,1005,1091,1093
54,1005,1005,1092,1093
55,1005,1005,1092,1093
56,1005,1005,1092,1093
57,1005,1006,1092,1093
58,1006,1006,1092,1093
59,1005,1005,1092,1093
60,1005,1006,1092,1093
61,1005,1005,1092,1093
62,1005,1006,1092,1093
63,1005,1005,1092,1093
64,1005,1006,1091,1093
65,1005,1006,1092,1093
66,1005,1006,1092,1093
67,1005,1006,1092,1093
68,1005,1006,1092,1093
69,1006,1006,1091,1093
70,1005,1007,1092,1093
71,1005,1006,1092,1093
72,1005,1006,1092,1093
73,1005,1006,1092,1093
74,1005,1006,1092,1093
75,1006,1006,1092,1093
76,1005,1006,1092,1093
77,1005,1006,1092,1093
78,1005,1006,1092,1093
79,1005,1007,1092,1093
80,1005,1006,1092,1093
81,1005,1007,1092,1093
82,1005,1006,1092,1093
83,1005,1006,1092,1093
84,1005,1006,1092,1093
85,1005,1006,1092,1093
86,1005,1006,1092,1093
87,1005,1006,1092,1093
88,1005,1006,1092,1093
89,1005,1006,1092,1093
90,1005,1006,1092,1093
91,1005,1007,1092,1093
92,1005,1006,1092,1093
93,1006,1007,1092,1093
94,1006,1007,1092,1093
95,1005,1007,1092,1093
96,1005,1006,1092,1093
97,1006,1006,1092,1093
98,1005,1007,1092,1093
99,1005,1007,1092,1093
100,1005,1006,1092,1093
101,1006,1007,1093,1093
102,1005,1006,1092,1093
103,1005,1006,1092,1093
104,1006,1006,1092,1093
105,1005,1006,1092,1093
106,1005,1006,1092,1093
107,1005,1006,1092,1093
108,1005,1006,1092,1093
109,1006,1006,1092,1093
110,1006,1006,1092,1093
111,1005,1006,1092,1093
112,1006,1006,1092,1093
113,1005,1005,1092,1093
114,1006,1006,1092,1093
115,1005,1006,1092,1093
116,1005,1006,1092,1093
117,1005,1006,1092,1093
118,1006,1006,1092,1093
119,1006,1006,1092,1093
120,1006,1006,1092,1093
121,1005,1006,1092,1093
122,1006,1006,1093,1093
123,1006,1006,1092,1093
124,1006,1006,1092,1093
125,1005,1006,1093,1093
126,1005,1005,1093,1093
127,1005,1006,1092,1093
128,1006,1006,1092,1093
129,1005,1006,1092,1093
130,1005,1006,1093,1093
131,1005,1006,1092,1093
132,1005,1006,1092,1093
133,1005,1006,1092,1093
134,1005,1006,1092,1093
135,1006,1005,1092,1093
136,1005,1006,1092,1093
137,1005,1006,1092,1093
138,1006,1006,1092,1093
139,1005,1006,1092,1093
140,1006,1006,1092,1093
141,1005,1005,1092,1093
142,1005,1006,1092,1093
143,1005,1006,1092,1093
144,1006,1007,1092,1093
145,1005,1006,1092,1093
146,1005,1006,1092,1093
147,1005,1006,1092,1093
148,1005,1006,1092,1093
149,1005,1006,1092,1093
150,1005,1006,1092,1093
151,1006,1006,1092,1093
152,1005,1007,1092,1093
153,1005,1006,1092,1093
154,1005,1006,1092,1093
155,1006,1006,1092,1093
156,1005,1006,1092,1093
157,1006,1006,1092,1093
158,1005,1006,1092,1093
159,1006,1006,1092,1093
160,1006,1006,1092,1093
161,1006,1006,1092,1093
162,1006,1006,1092,1093
163,1005,1006,1090,1093
164,1005,1006,1090,1093
