Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,1008,1023,1095,1097
1,1007,1023,1095,1096
2,1007,1023,1095,1097
3,1006,1016,1095,1096
4,1005,1014,1095,1096
5,1005,1015,1095,1096
6,1005,1016,1095,1096
7,1005,1015,1095,1096
8,1004,1017,1095,1096
9,1005,1017,1095,1096
10,1004,1017,1095,1096
11,1004,1017,1095,1096
12,1004,1017,1095,1096
13,1004,1018,1095,1096
14,1003,1017,1094,1096
15,1005,1017,1095,1096
16,1004,1016,1095,1096
17,1004,1009,1095,1096
18,1003,1007,1095,1096
19,1004,1007,1095,1096
20,1004,1008,1094,1096
21,1004,1008,1094,1096
22,1004,1008,1094,1096
23,1004,1007,1095,1096
24,1003,1007,1095,1096
25,1001,1007,1094,1096
26,1001,1008,1094,1096
27,1001,1008,1095,1096
28,1002,1008,1094,1096
29,1002,1008,1094,1096
30,1002,1008,1094,1096
31,1002,1009,1095,1096
32,1002,1008,1094,1096
33,1001,1009,1094,1096
34,1002,1009,1094,1096
35,1002,1009,1094,1096
36,1001,1009,1094,1096
37,1002,1009,1094,1096
38,1001,1009,1094,1096
39,1000,1009,1094,1096
40,1000,1009,1094,1096
41,1000,1009,1094,1095
42,1000,1010,1094,1096
43,1000,1010,1094,1096
44,1000,1009,1094,1095
45,999,1009,1094,1096
46,999,1009,1094,1095
47,999,1010,1094,1096
48,999,1009,1094,1095
49,999,1009,1094,1095
50,999,1010,1094,1095
51,999,1010,1094,1095
52,999,1010,1094,1095
53,999,1010,1093,1095
54,999,1010,1094,1095
55,999,1010,1094,1095
56,999,1010,1094,1095
57,998,1009,1094,1095
58,999,1008,1093,1095
59,999,1008,1094,1095
60,999,1007,1094,1095
61,998,1006,1094,1095
62,999,1006,1094,1095
63,999,1006,1094,1095
64,999,1005,1093,1095
65,999,1005,1093,1095
66,999,1004,1093,1095
67,999,1005,1094,1095
68,998,1005,1094,1095
69,998,1004,1093,1095
70,998,1005,1094,1095
71,997,1005,1093,1095
72,997,1005,1094,1095
73,998,1005,1093,1095
74,997,1005,1094,1095
75,997,1005,1093,1095
76,997,1005,1093,1095
77,997,1005,1093,1095
78,997,1005,1093,1095
79,996,1006,1094,1095
80,996,1005,1094,1095
81,996,1006,1093,1095
82,996,1005,1094,1095
83,996,1006,1094,1095
84,996,1005,1094,1095
85,997,1005,1094,1095
86,997,1005,1094,1095
87,997,1006,1094,1095
88,998,1006,1094,1095
89,998,1005,1094,1095
90,998,1006,1094,1095
91,998,1005,1094,1095
92,998,1006,1094,1095
93,998,1006,1094,1095
94,999,1006,1094,1095
95,999,1006,1094,1095
96,999,1007,1094,1095
97,999,1006,1093,1095
98,999,1007,1093,1095
99,1000,1006,1094,1095
100,1000,1006,1093,1095
101,1000,1006,1093,1095
102,1000,1007,1093,1095
103,999,1007,1092,1095
104,999,1007,1092,1094
105,998,1007,1092,1095
106,995,1006,1092,1095
107,991,1005,1092,1095
108,990,1005,1092,1095
109,990,1004,1092,1095
110,989,1005,1092,1095
111,989,1005,1092,1095
112,988,1005,1092,1096
113,988,1005,1092,1096
114,988,1005,1092,1096
115,989,1005,1091,1096
116,988,1005,1091,1095
117,988,1005,1090,1095
118,988,1005,1092,1095
119,988,1005,1092,1094
120,985,1005,1092,1094
121,985,1005,1092,1095
122,985,1005,1093,1095
123,986,1005,1092,1094
124,986,1004,1093,1094
125,986,1005,1093,1094
126,986,1005,1092,1095
127,987,1005,1093,1095
128,987,1005,1093,1095
129,987,1005,1093,1094
130,987,1005,1093,1095
131,988,1005,1093,1094
132,988,1004,1093,1094
133,989,1004,1093,1094
134,988,1003,1092,1094
135,989,1002,1093,1095
136,989,1001,1093,1095
137,989,1001,1092,1094
138,990,1001,1092,1094
139,990,1001,1092,1094
140,990,1001,1092,1094
141,990,1002,1092,1095
142,990,1001,1092,1094
143,990,1002,1092,1094
144,991,1001,1092,1094
145,991,1002,1092,1094
146,992,1002,1092,1094
147,991,1002,1092,1094
148,992,1002,1092,1094
149,992,1003,1092,1095
150,993,1002,1092,1094
151,993,1002,1092,1095
152,993,1003,1092,1094
153,993,1002,1092,1094
154,993,1003,1092,1094
155,994,1002,1092,1094
156,994,1002,1092,1094
157,994,1003,1092,1094
158,994,1003,1092,1094
159,993,1003,1092,1094
160,993,1002,1092,1094
161,991,1002,1092,1094
162,990,1002,1092,1094
163,989,1002,1092,1094
164,989,1001,1092,1094
165,988,1001,1092,1094
166,988,1000,1092,1094
167,988,1000,1092,1094
168,989,1000,1092,1094
169,988,1000,1092,1094
170,989,1000,1092,1094
171,989,1000,1092,1094
172,989,1000,1092,1095
173,989,1000,1092,1095
174,990,1000,1092,1094
175,990,1000,1092,1095
176,990,1000,1092,1094
177,990,999,1091,1094
178,990,1000,1092,1094
179,991,1000,1092,1096
180,989,1000,1092,1094
181,989,1000,1091,1094
182,990,1000,1091,1098
183,990,1000,1092,1094
184,988,1000,1092,1094
185,988,1000,1094,1094
186,989,1001,1092,1094
187,988,1001,1092,1094
188,989,1001,1092,1094
189,989,1001,1091,1094
190,989,1001,1092,1095
191,989,1001,1092,1094
192,989,1001,1092,1095
193,990,1001,1092,1094
194,990,1001,1092,1094
195,990,1001,1092,1094
196,990,1002,1092,1094
197,991,1002,1092,1094
198,991,1001,1092,1094
199,991,1001,1092,1094
200,991,1002,1092,1094
201,991,1002,1092,1094
202,992,1001,1092,1094
203,992,1002,1092,1094
204,992,1002,1092,1094
205,992,1002,1092,1094
206,992,1002,1092,1094
207,992,1002,1092,1094
208,992,1003,1093,1094
209,991,1002,1093,1094
210,990,1002,1092,1094
211,990,1003,1094,1094
212,990,1003,1094,1094
213,990,1003,1092,1094
214,990,1003,1093,1094
215,990,1003,1093,1094
216,991,1002,1093,1094
217,991,1003,1093,1094
218,991,1003,1093,1094
219,991,1002,1093,1094
220,992,1002,1092,1094
221,991,1002,1092,1094
222,992,1001,1092,1094
223,992,1001,1092,1094
224,992,1000,1094,1094
225,993,1000,1103,1097
226,993,999,1115,1103
227,993,1000,1131,1120
228,993,1000,1157,1132
229,993,1001,1177,1153
230,1102,1000,1177,1169
231,1159,1153,1199,1184
232,1283,1210,1197,1185
233,1359,1294,1198,1183
234,1423,1342,1198,1180
235,1434,1352,1198,1178
236,1432,1352,1198,1176
237,1438,1348,1202,1180
238,1442,1347,1201,1175
239,1444,1345,1200,1170
240,1457,1344,1205,1175
241,1456,1343,1208,1179
242,1456,1342,1205,1184
243,1474,1340,1204,1192
244,1491,1339,1205,1193
245,1478,1338,1205,1193
246,1475,1390,1205,1193
247,1474,1404,1205,1193
248,1471,1400,1204,1193
249,1471,1403,1204,1193
250,1471,1404,1204,1193
251,1470,1405,1204,1193
252,1470,1405,1204,1193
253,1469,1406,1203,1193
254,1468,1406,1204,1192
255,1469,1406,1204,1193
256,1467,1405,1203,1192
257,1468,1405,1204,1193
258,1466,1405,1203,1192
259,1467,1405,1203,1192
260,1467,1405,1203,1192
261,1466,1405,1203,1192
262,1466,1403,1202,1193
263,1465,1403,1203,1195
264,1465,1403,1201,1195
265,1464,1403,1200,1195
266,1462,1406,1195,1196
267,1462,1409,1192,1197
268,1459,1410,1188,1196
269,1455,1413,1187,1197
270,1450,1417,1186,1197
271,1445,1418,1184,1197
272,1440,1420,1183,1197
273,1435,1422,1182,1197
274,1429,1423,1181,1196
275,1424,1424,1181,1196
276,1419,1424,1180,1196
277,1414,1424,1180,1196
278,1409,1424,1180,1196
279,1404,1423,1180,1196
280,1400,1422,1180,1196
281,1394,1422,1180,1196
282,1390,1421,1180,1196
283,1385,1422,1179,1196
284,1380,1421,1179,1196
285,1376,1422,1179,1196
286,1371,1422,1179,1196
287,1367,1421,1179,1196
288,1367,1421,1178,1196
289,1362,1421,1178,1196
290,1357,1422,1179,1196
291,1353,1422,1178,1196
292,1348,1421,1178,1196
293,1344,1422,1178,1196
294,1340,1421,1178,1196
295,1339,1421,1178,1196
296,1338,1421,1178,1196
297,1339,1421,1178,1196
