Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,995,1011,1093,1097
1,995,1011,1093,1096
2,995,1011,1093,1097
3,995,1011,1093,1097
4,995,1011,1093,1097
5,996,1011,1093,1097
6,996,1011,1093,1097
7,995,1012,1093,1097
8,996,1011,1093,1097
9,996,1011,1093,1097
10,995,1011,1093,1097
11,996,1011,1093,1097
12,996,1011,1093,1097
13,996,1011,1093,1097
14,996,1011,1093,1097
15,996,1011,1093,1097
16,996,1011,1093,1097
17,996,1011,1093,1097
18,996,1011,1093,1097
19,996,1011,1093,1097
20,996,1011,1093,1097
21,996,1011,1093,1097
22,995,1011,1093,1097
23,996,1011,1093,1097
24,996,1011,1093,1097
25,995,1011,1093,1097
26,995,1012,1093,1097
27,995,1012,1093,1097
28,995,1011,1093,1097
29,995,1011,1093,1096
30,995,1011,1093,1097
31,995,1011,1093,1097
32,995,1011,1093,1097
33,995,1012,1093,1097
34,995,1012,1093,1097
35,995,1011,1093,1097
36,995,1011,1093,1097
37,995,1011,1093,1097
38,995,1011,1093,1097
39,995,1011,1093,1097
40,995,1011,1093,1097
41,995,1011,1093,1097
42,995,1011,1093,1096
43,995,1011,1093,1097
44,995,1011,1093,1097
45,995,1012,1093,1097
46,995,1011,1093,1097
47,995,1011,1093,1097
48,995,1011,1093,1097
49,995,1011,1093,1097
50,995,1012,1093,1097
51,994,1011,1093,1097
52,995,1011,1093,1097
53,995,1011,1093,1097
54,995,1011,1093,1097
55,995,1012,1093,1097
56,995,1011,1093,1097
57,996,1011,1093,1097
58,996,1011,1093,1097
59,996,1012,1093,1097
60,996,1011,1093,1097
61,996,1011,1093,1097
62,996,1012,1093,1097
63,996,1011,1093,1097
64,995,1012,1093,1097
65,996,1011,1093,1097
66,995,1011,1093,1097
67,995,1011,1093,1097
68,995,1011,1093,1097
69,995,1011,1093,1097
70,996,1011,1093,1097
71,996,1011,1093,1097
72,995,1011,1093,1097
73,995,1011,1093,1097
74,995,1011,1093,1097
75,995,1011,1093,1096
76,995,1011,1093,1097
77,995,1011,1093,1097
78,995,1011,1093,1097
79,995,1011,1093,1097
80,996,1012,1093,1097
81,996,1011,1093,1097
82,996,1011,1093,1097
83,996,1011,1093,1097
84,995,1012,1093,1097
85,995,1012,1093,1097
86,995,1012,1093,1097
87,996,1011,1093,1097
88,995,1012,1093,1097
89,995,1011,1093,1097
90,995,1011,1093,1096
91,995,1011,1093,1097
92,995,1011,1093,1097
93,995,1011,1093,1096
94,995,1011,1093,1097
95,995,1011,1093,1097
96,996,1012,1093,1097
97,996,1012,1093,1097
98,995,1011,1093,1097
99,995,1011,1093,1097
100,995,1012,1093,1097
101,995,1011,1093,1097
102,995,1012,1093,1097
103,996,1011,1093,1097
104,995,1012,1093,1097
105,996,1011,1093,1097
106,995,1011,1093,1097
107,996,1011,1093,1097
108,995,1012,1093,1097
109,996,1012,1093,1097
110,995,1012,1093,1097
111,995,1011,1093,1097
112,996,1011,1093,1097
113,996,1011,1093,1096
114,996,1012,1093,1097
115,996,1011,1093,1097
116,996,1012,1093,1097
117,996,1012,1093,1096
118,995,1011,1093,1097
119,995,1012,1093,1097
120,996,1012,1093,1097
121,996,1012,1093,1097
122,995,1012,1093,1097
123,995,1011,1093,1097
124,995,1011,1093,1097
