epoch,train_loss,val_loss
1,0.9997617017875597,3.3540560655223515
2,0.8765365301984028,7.936754529915967
3,0.8924031031941905,4.55687199171307
4,0.872930907508702,4.11268448250965
5,0.8307529525849425,6.25183416223063
6,0.8009368030770311,6.691981621158933
7,0.8317671447124296,7.7557123147168205
8,0.7737236219702415,2.454301888502917
9,0.7759246467386635,10.951557835328925
10,0.7600168695727598,3.699915331544228
11,0.7342833940265248,1.252687236637745
12,0.7090159099078873,0.987370072059261
13,0.7722965478897095,1.9595935124795414
14,0.7512160794248859,1.6222152779403243
15,0.7137273654197026,1.0220945923073779
16,0.7124624530088555,1.105080819824367
17,0.7094921695375905,1.0567228088101137
18,0.7075075654728898,1.4123062740251855
19,0.7696456101912896,1.3213775389402815
20,0.6825455386661788,1.5780993121341593
21,0.7027326475069361,1.4463301387805383
22,0.74154291280265,1.7479694283124312
23,0.6535667852290625,1.9410444891568526
24,0.6233363168910869,2.396826355202684
25,0.6564838081887625,4.19488280375027
26,0.6331180148911708,4.4738610450503895
27,0.6619977883054214,3.351191334354067
28,0.6145069217218936,2.0464820016935032
29,0.6596963197282217,1.9409071808879814
30,0.6224560216792578,1.995227637800198
31,0.652608217544926,1.3295453578523062
32,0.6608081373196204,1.6133721708094033
33,0.6357821359217746,1.5168720819417714
34,0.6289371934909265,1.9451033004279275
35,0.6730003079164375,1.4983249439776523
36,0.5811019678717678,1.1280139059696384
37,0.6063978371110935,1.0851463472958907
38,0.6231462729787364,0.7731794408224162
39,0.6433657853348741,1.4270226561907426
40,0.5982182919979095,1.8154130549106784
41,0.6163424045136832,2.125862041723381
42,0.5773743385250129,1.7073687743214727
43,0.6351121733489545,2.6769794156250444
44,0.6467561335528939,2.534844285076104
45,0.6506226378158458,2.4129858931291452
46,0.5792992658985471,1.4980903759743402
47,0.6120169590977789,2.228534663765176
48,0.6454336521694961,2.631388453603948
49,0.590724243701083,2.093580646422303
50,0.6460014784220353,2.2212243103286595
51,0.5895443781486993,2.252677636239135
52,0.5987076250094812,2.2296352988307917
53,0.6193215916457685,1.785684280025149
54,0.5406792053898561,2.1660636246783063
55,0.5871895496706361,1.3147744160254025
56,0.6218118945371758,2.0943398140009166
57,0.5942953709259774,1.3349128718515044
58,0.6047643272622117,1.5384842643460024
59,0.5970225319700334,2.239378683775374
60,0.651230270422778,2.569701408876956
61,0.5899160105047874,2.24586924187188
62,0.5899079742940884,2.337741109931353
63,0.5341511918503103,3.0798603319427342
64,0.5728920212069761,2.313417889539478
65,0.5460627915211094,2.254541701483495
66,0.563988253329564,2.700886512265622
67,0.5457774724775147,1.848659444781183
68,0.5570037388107152,1.892489289774478
69,0.5305841813967066,1.4796702352542321
70,0.5420194858486213,1.9996581054428249
71,0.5873490409943664,1.6448906625358803
72,0.6153411176598188,2.2865926895326782
73,0.5588753790531343,5.557055661979231
74,0.6063199095355655,3.4918011264893614
75,0.5336407353577105,1.8253867313699814
76,0.5749222051750109,2.3300895447869903
77,0.5819314741393895,3.269614122446301
78,0.5534606315557239,2.8603474376271074
79,0.5459076666716233,2.877725253984766
80,0.589674409442735,2.7658170716276445
81,0.5175615225023437,2.8548485179549283
82,0.5596082233688207,3.2453131907194566
83,0.5386495798536874,2.9545209951771114
84,0.5813890140033463,2.4919801753701516
85,0.5280755075436194,3.8658533246771802
86,0.49243539803236436,6.504538921476568
87,0.5876808389297967,3.2250402008445516
88,0.5663188287934053,6.458268854224566
89,0.5066761166146658,3.1880242685669833
90,0.542284828945271,5.042854182928512
91,0.528857301739813,7.329906715930087
92,0.51232023146546,2.4183476457318056
93,0.5491992379855184,2.4125524469949666
94,0.49343596847311966,4.3612243562068755
95,0.5122205726440671,8.546799207196653
96,0.5382676437063124,7.22494078955604
97,0.5050040547130177,5.370281964829824
98,0.4936642392167767,6.897947024373175
99,0.5198458658838735,5.010941483442066
100,0.4900771408405119,3.5030702213639193
