epoch,train_loss,val_loss
1,1.197316861152649,0.9085553169250489
2,1.2595890283584594,0.884274959564209
3,1.1763918101787567,0.904913330078125
4,1.1273524284362793,0.906279468536377
5,1.207564789056778,0.8937092304229737
6,1.1329657316207886,0.9209565162658692
7,1.1351228475570678,0.91648188829422
8,1.1175660848617555,0.918832802772522
9,1.0664960086345672,0.9407189607620239
10,1.0419954359531403,0.9307678699493408
11,1.1049174904823302,0.9270101070404053
12,1.0791572511196137,0.908104133605957
13,1.1012975454330445,0.9092151165008545
14,1.05147642493248,0.8973241567611694
15,1.0780479848384856,0.8997609615325928
16,1.0183033764362335,0.9030081748962402
17,1.0356575667858123,0.9054211854934693
18,1.0280855238437652,0.9172890186309814
19,1.0380745947360992,0.9226773738861084
20,0.9967629313468933,0.9293547630310058
21,0.9824420571327209,0.9109141826629639
22,0.9949972629547119,0.9093188524246216
23,0.993861585855484,0.9071213483810425
24,1.008065688610077,0.9158795118331909
25,1.0071512579917907,0.925772738456726
26,1.0143610537052155,0.9301474690437317
27,0.9936714589595794,0.9335021257400513
28,1.0081813275814056,0.9289764165878296
29,0.9825818121433259,0.931708836555481
30,0.9435081481933594,0.9355241775512695
31,0.9819088101387023,0.9366254210472107
32,0.9359019279479981,0.9333891153335572
33,0.9681690812110901,0.940571665763855
34,0.9610269367694855,0.9491664886474609
35,0.9323913097381592,0.9476871490478516
36,0.9436864972114563,0.9419120788574219
37,0.987431275844574,0.9367133259773255
38,0.9250100970268249,0.945891284942627
39,0.8796325504779816,0.9447157502174377
40,0.9487308084964752,0.9495784521102906
41,0.9187517702579499,0.9552085995674133
42,0.8794721782207489,0.9527462482452392
43,0.9443568468093873,0.9630069255828857
44,0.9245443761348724,0.9617825508117676
45,0.8932879984378814,0.959469485282898
46,0.9054367363452911,0.9628605604171753
47,0.8493515968322753,0.966542387008667
48,0.8328733831644058,0.9721613883972168
49,0.8711959421634674,0.9764912247657775
50,0.86167111992836,0.9638986110687255
51,0.8527138471603394,0.9724700450897217
52,0.8518028259277344,0.9895125389099121
53,0.8530466198921204,0.9820252180099487
54,0.8451283395290374,0.9804492115974426
55,0.8488779962062836,1.001369881629944
56,0.8101807594299316,1.000599706172943
57,0.8408112466335297,1.003876531124115
58,0.8340859115123749,1.0062053799629211
59,0.7922560513019562,1.0116070985794068
60,0.8095867961645127,1.0207619071006775
61,0.7839147597551346,1.0329027771949768
62,0.8274153709411621,1.0330670595169067
63,0.8147338390350342,1.01944100856781
64,0.766112494468689,1.02915278673172
65,0.7571534097194672,1.0487577199935914
66,0.7526267766952515,1.0502292156219482
67,0.8035489082336426,1.0374747276306153
68,0.7770952522754669,1.0355852484703063
69,0.7669639348983764,1.0167773246765137
70,0.7444491803646087,1.0120086193084716
71,0.7546818673610687,1.0320205807685852
72,0.7853643119335174,1.036206889152527
73,0.7789624333381653,1.0299407243728638
74,0.7425932586193085,1.036582636833191
75,0.775675144791603,1.0309245586395264
76,0.7259939283132553,1.0341273069381713
77,0.7914036870002746,1.0102304220199585
78,0.765946090221405,1.021473264694214
79,0.7039923906326294,1.0372385263442994
80,0.7310521721839904,1.0529974222183227
81,0.7209069162607193,1.0348533391952515
82,0.7437557697296142,1.0479824185371398
83,0.7109088957309723,1.0455461740493774
84,0.72131507396698,1.0222649335861207
85,0.6706054478883743,1.0053970098495484
86,0.7029596984386444,1.0502989768981934
87,0.7135345220565796,1.0329549312591553
88,0.6787968873977661,1.0306279182434082
89,0.6682412147521972,1.047575843334198
90,0.702470338344574,1.0624333024024963
91,0.6452990055084229,1.0659312844276427
92,0.6910946249961853,1.0285029888153077
93,0.6730231076478959,1.028285026550293
94,0.6940804690122604,1.0061147570610047
95,0.6435525298118592,1.0241210341453553
96,0.6811621844768524,1.0159602999687194
