Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,1006,1006,1095,1097
1,1005,1006,1095,1097
2,1006,1007,1095,1097
3,1006,1006,1095,1097
4,1005,1006,1094,1097
5,1006,1006,1094,1097
6,1006,1006,1094,1097
7,1006,1006,1094,1097
8,1005,1006,1094,1096
9,1006,1006,1094,1097
10,1006,1006,1094,1097
11,1006,1006,1094,1097
12,1006,1006,1094,1097
13,1006,1006,1094,1097
14,1006,1006,1094,1097
15,1006,1007,1094,1097
16,1006,1006,1094,1097
17,1006,1007,1093,1097
18,1006,1006,1093,1097
19,1005,1006,1094,1097
20,1006,1007,1093,1097
21,1005,1006,1093,1097
22,1006,1006,1093,1097
23,1006,1006,1093,1097
24,1005,1006,1093,1097
25,1006,1007,1093,1097
26,1005,1006,1093,1097
27,1006,1006,1093,1097
28,1005,1006,1093,1097
29,1005,1007,1093,1097
30,1005,1007,1093,1097
31,1006,1006,1093,1097
32,1005,1006,1092,1096
33,1006,1006,1092,1097
34,1005,1006,1092,1097
35,1005,1006,1092,1097
36,1005,1006,1092,1097
37,1006,1007,1093,1097
38,1005,1007,1093,1097
39,1006,1006,1094,1097
40,1006,1006,1093,1097
41,1005,1007,1092,1097
42,1005,1006,1093,1097
43,1006,1006,1094,1097
44,1006,1006,1092,1097
45,1006,1007,1092,1097
46,1006,1006,1092,1097
47,1006,1006,1092,1097
48,1006,1006,1091,1097
49,1005,1006,1091,1097
50,1006,1007,1092,1097
51,1006,1006,1091,1096
52,1005,1006,1091,1097
53,1006,1006,1091,1097
54,1006,1006,1091,1096
55,1006,1006,1091,1096
56,1005,1006,1091,1097
57,1006,1006,1091,1097
58,1006,1006,1091,1096
59,1005,1006,1091,1097
60,1006,1007,1091,1097
61,1005,1007,1090,1097
62,1006,1006,1090,1096
63,1005,1006,1090,1097
64,1006,1006,1090,1096
65,1005,1006,1090,1097
66,1006,1007,1090,1096
67,1006,1007,1090,1097
68,1006,1006,1090,1097
69,1006,1007,1090,1096
70,1006,1006,1090,1096
71,1006,1006,1090,1097
72,1006,1006,1090,1097
73,1006,1005,1090,1097
74,1005,1006,1090,1097
75,1006,1006,1090,1096
76,1005,1006,1089,1097
77,1006,1006,1090,1096
78,1006,1007,1090,1097
79,1005,1006,1090,1097
80,1006,1006,1089,1096
81,1006,1007,1089,1096
82,1006,1006,1089,1096
83,1006,1007,1089,1096
84,1006,1007,1089,1096
85,1005,1007,1089,1096
86,1005,1007,1089,1096
87,1005,1007,1089,1096
88,1006,1007,1089,1096
89,1006,1007,1090,1097
90,1006,1006,1089,1096
91,1006,1007,1092,1098
92,1006,1006,1093,1100
93,1006,1007,1092,1100
94,1006,1006,1092,1099
95,1005,1007,1092,1099
96,1005,1006,1091,1099
97,1006,1006,1091,1099
98,1005,1006,1091,1098
99,1006,1007,1091,1099
100,1005,1007,1091,1099
101,1005,1006,1091,1099
102,1005,1006,1091,1099
103,1006,1006,1091,1099
104,1005,1006,1091,1099
105,1005,1007,1095,1105
106,1006,1007,1106,1117
107,1006,1006,1120,1141
108,1005,1007,1134,1175
