Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,1005,1006,1079,1093
1,1006,1007,1079,1093
2,1006,1007,1079,1093
3,1005,1006,1079,1093
4,1005,1006,1079,1093
5,1005,1006,1079,1093
6,1005,1006,1079,1093
7,1005,1006,1079,1093
8,1005,1006,1079,1093
9,1005,1007,1079,1092
10,1005,1006,1079,1093
11,1005,1006,1079,1093
12,1006,1006,1079,1093
13,1006,1006,1079,1092
14,1005,1006,1079,1093
15,1006,1006,1079,1093
16,1006,1006,1079,1093
17,1005,1007,1079,1092
18,1005,1007,1078,1092
19,1005,1006,1078,1092
20,1006,1006,1078,1093
21,1006,1007,1078,1092
22,1005,1007,1078,1092
23,1006,1006,1078,1093
24,1005,1006,1078,1093
25,1006,1006,1078,1092
26,1006,1007,1078,1092
27,1005,1006,1078,1092
28,1006,1007,1078,1093
29,1006,1006,1078,1093
30,1005,1006,1078,1092
31,1005,1006,1078,1092
32,1005,1006,1078,1092
33,1006,1006,1078,1093
34,1005,1006,1077,1093
35,1005,1007,1078,1092
36,1005,1007,1078,1092
37,1005,1006,1078,1092
38,1005,1006,1078,1093
39,1005,1006,1078,1092
40,1005,1007,1077,1092
41,1005,1006,1077,1092
42,1005,1006,1078,1092
43,1005,1006,1086,1092
44,1006,1007,1092,1092
45,1005,1006,1094,1092
46,1005,1006,1095,1092
47,1005,1006,1096,1092
48,1005,1006,1097,1092
49,1005,1006,1097,1092
50,1005,1006,1098,1092
51,1005,1006,1098,1092
52,1005,1006,1098,1092
53,1005,1006,1098,1092
54,1005,1006,1098,1092
55,1006,1006,1098,1092
56,1005,1006,1098,1092
57,1005,1006,1098,1092
58,1005,1006,1098,1092
59,1005,1006,1098,1092
60,1005,1006,1098,1092
61,1005,1006,1098,1092
62,1005,1007,1098,1092
63,1005,1006,1098,1092
64,1006,1007,1098,1092
65,1005,1006,1097,1092
66,1005,1006,1097,1092
67,1005,1007,1098,1092
68,1006,1006,1097,1092
69,1006,1006,1097,1092
70,1005,1007,1097,1092
71,1005,1007,1097,1092
72,1005,1006,1097,1092
73,1005,1007,1097,1092
74,1005,1005,1097,1092
75,1006,1006,1097,1092
76,1006,1006,1097,1092
77,1005,1006,1097,1092
78,1006,1007,1096,1092
79,1005,1006,1097,1092
80,1006,1006,1097,1092
81,1006,1006,1096,1092
82,1005,1006,1096,1092
83,1006,1006,1096,1092
84,1006,1006,1096,1092
85,1005,1006,1096,1092
86,1005,1006,1096,1092
87,1005,1006,1096,1092
88,1006,1006,1096,1092
89,1006,1007,1096,1092
90,1005,1006,1096,1092
91,1005,1006,1096,1092
92,1006,1006,1096,1092
93,1006,1006,1095,1092
94,1005,1006,1095,1092
95,1006,1007,1095,1092
96,1005,1006,1095,1092
97,1005,1007,1095,1092
98,1005,1006,1095,1092
99,1005,1006,1095,1092
100,1005,1006,1095,1092
101,1005,1006,1095,1092
102,1006,1007,1095,1092
103,1005,1006,1095,1092
104,1006,1007,1095,1092
105,1005,1007,1094,1092
106,1006,1006,1095,1092
107,1006,1006,1094,1092
108,1005,1007,1094,1092
109,1006,1006,1094,1092
110,1005,1006,1094,1092
111,1005,1006,1094,1092
112,1005,1006,1094,1092
113,1005,1006,1094,1092
114,1005,1006,1094,1092
115,1006,1006,1094,1092
116,1005,1006,1094,1092
117,1005,1006,1094,1092
118,1005,1006,1094,1092
119,1005,1006,1094,1092
120,1005,1006,1094,1092
121,1006,1006,1094,1092
122,1005,1006,1094,1092
123,1006,1006,1093,1092
124,1005,1006,1094,1092
125,1006,1006,1093,1092
126,1005,1006,1093,1092
127,1005,1006,1093,1092
128,1005,1007,1093,1092
129,1006,1007,1093,1092
130,1005,1007,1093,1092
131,1006,1006,1095,1092
132,1005,1006,1094,1092
133,1005,1006,1094,1092
134,1006,1005,1093,1092
135,1006,1006,1093,1092
136,1006,1006,1093,1092
137,1006,1006,1093,1092
138,1006,1006,1093,1092
139,1006,1006,1093,1092
140,1006,1006,1093,1092
141,1006,1006,1093,1092
142,1005,1006,1092,1092
143,1006,1006,1092,1092
144,1005,1006,1092,1092
145,1006,1006,1093,1092
146,1006,1007,1093,1092
147,1005,1006,1093,1092
148,1006,1006,1092,1092
149,1005,1006,1093,1092
150,1006,1007,1093,1092
151,1005,1007,1092,1092
152,1006,1007,1092,1092
153,1005,1006,1094,1092
154,1005,1006,1092,1092
155,1005,1007,1092,1092
156,1005,1006,1092,1092
157,1005,1007,1092,1092
158,1006,1006,1092,1092
159,1005,1006,1091,1092
160,1006,1007,1091,1093
161,1005,1006,1092,1092
