Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,786,1022,1050,1098
1,785,1023,1050,1098
2,783,1023,1050,1098
3,782,1023,1050,1098
4,780,1024,1050,1098
5,780,1023,1050,1098
6,780,1024,1050,1098
7,779,1024,1050,1098
8,780,1024,1050,1097
9,780,1024,1049,1097
10,780,1024,1050,1097
11,779,1024,1050,1098
12,779,1017,1049,1097
13,779,1015,1049,1097
14,779,1016,1050,1097
15,780,1016,1049,1097
16,778,1017,1049,1097
17,777,1017,1049,1097
18,778,1018,1049,1097
19,778,1017,1049,1097
20,776,1018,1049,1097
21,776,1018,1049,1097
22,776,1018,1049,1097
23,776,1018,1049,1097
24,776,1018,1049,1097
25,776,1018,1049,1097
26,776,1018,1049,1097
27,776,1018,1049,1097
28,775,1018,1049,1097
29,776,1019,1049,1097
30,776,1018,1049,1097
31,776,1018,1049,1097
32,776,1018,1049,1097
33,776,1018,1049,1097
34,776,1018,1049,1097
35,776,1018,1049,1097
36,776,1019,1049,1097
37,776,1019,1049,1097
38,776,1018,1049,1097
39,776,1018,1049,1097
40,776,1018,1048,1097
41,776,1017,1048,1097
42,776,1016,1048,1097
43,775,1016,1048,1097
44,774,1016,1048,1097
45,773,1016,1049,1097
46,772,1015,1048,1097
47,771,1015,1048,1097
48,772,1015,1048,1097
49,772,1015,1048,1097
50,772,1015,1049,1097
51,772,1015,1048,1097
52,772,1015,1048,1097
53,772,1014,1048,1097
54,773,1015,1048,1097
55,772,1015,1048,1096
56,772,1015,1048,1097
57,773,1014,1048,1097
58,772,1015,1048,1097
59,772,1015,1048,1097
60,772,1015,1048,1097
61,771,1014,1048,1097
62,772,1015,1048,1097
63,771,1015,1048,1096
64,771,1014,1048,1097
65,771,1015,1048,1097
66,771,1014,1048,1097
67,771,1014,1048,1096
68,770,1015,1047,1097
69,771,1014,1048,1096
70,771,1014,1048,1097
71,770,1015,1048,1096
72,771,1014,1048,1096
73,770,1014,1047,1096
74,770,1014,1047,1096
75,770,1012,1047,1097
76,770,1013,1048,1096
77,769,1011,1047,1097
78,768,1011,1047,1097
79,767,1011,1047,1096
80,768,1011,1047,1097
81,767,1011,1047,1097
82,766,1011,1047,1096
83,766,1011,1047,1097
84,766,1011,1047,1096
85,766,1011,1047,1096
86,766,1011,1047,1096
87,766,1011,1047,1096
88,766,1011,1047,1096
89,765,1011,1061,1096
90,765,1011,1111,1096
91,765,1011,1111,1096
92,765,1012,1110,1096
93,1092,1011,1109,1096
94,1006,1012,1109,1096
95,1046,1011,1108,1096
96,1033,1012,1109,1096
97,1029,1011,1088,1096
98,1032,1011,1090,1096
99,1035,1011,1091,1096
100,962,1012,1090,1096
101,955,1012,1090,1096
102,956,1012,1090,1096
103,956,1012,1090,1097
104,956,1011,1090,1096
105,956,1011,1090,1096
106,956,1011,1090,1096
107,957,1012,1090,1096
108,957,1011,1090,1096
109,957,1011,1090,1096
110,957,1012,1090,1096
111,957,1012,1090,1096
112,957,1012,1091,1096
113,957,1012,1091,1096
114,958,1012,1092,1096
115,958,1012,1091,1096
116,958,1012,1092,1096
117,958,1012,1093,1096
118,958,1012,1093,1096
119,958,1011,1093,1096
120,958,1012,1092,1096
121,959,1012,1091,1096
122,959,1012,1090,1096
123,960,1012,1090,1096
124,960,1012,1090,1096
125,960,1012,1089,1096
126,960,1011,1089,1096
127,960,1011,1088,1096
128,960,1011,1089,1096
129,960,1010,1089,1096
130,960,1010,1089,1096
131,961,1010,1088,1096
132,961,1009,1088,1096
133,961,1010,1088,1096
134,961,1010,1088,1096
135,961,1010,1088,1096
136,962,1010,1088,1098
137,962,1010,1088,1096
138,962,1011,1088,1096
139,962,1011,1088,1096
140,962,1010,1088,1096
141,962,1011,1088,1096
142,963,1011,1088,1096
143,963,1010,1088,1096
144,962,1010,1088,1096
145,963,1010,1087,1096
146,963,1011,1087,1097
147,963,1011,1088,1097
148,963,1011,1087,1096
149,963,1010,1087,1096
150,964,1010,1087,1096
151,963,1011,1087,1096
152,964,1011,1087,1096
153,964,1010,1087,1096
154,964,1010,1087,1097
155,964,1011,1087,1096
156,965,1011,1087,1096
157,965,1011,1087,1096
158,966,1011,1087,1098
159,965,1011,1087,1096
160,965,1011,1087,1096
161,966,1011,1086,1096
162,966,1010,1087,1097
163,966,1011,1087,1096
164,966,1011,1086,1096
165,966,1010,1086,1097
166,966,1011,1086,1096
167,966,1011,1086,1096
168,967,1010,1086,1096
169,966,1011,1086,1096
170,967,1011,1086,1096
171,966,1012,1086,1096
172,967,1011,1086,1096
173,967,1012,1086,1096
174,967,1011,1086,1096
175,966,1011,1086,1096
176,963,1012,1086,1096
177,961,1011,1086,1097
178,961,1011,1087,1096
179,959,1011,1087,1099
180,959,1011,1089,1103
181,959,1011,1102,1121
182,959,1011,1124,1150
183,960,1011,1130,1151
184,1046,1011,1128,1151
185,1142,1141,1124,1149
186,1112,1173,1122,1145
187,1096,1215,1120,1143
188,1096,1208,1119,1141
189,1096,1204,1118,1140
190,1096,1203,1117,1139
191,1095,1203,1116,1137
192,1094,1201,1115,1136
193,1093,1200,1115,1136
